,CATEGORIE,DATE,QUART,PDQ,X,Y,LONGITUDE,LATITUDE
221494,Vol de véhicule à moteur,2023-01-06,nuit,27.0,293125.67699240893,5048139.537994009,-73.649577,45.573067
221495,Vol de véhicule à moteur,2023-01-06,jour,42.0,298682.249994923,5051093.000007209,-73.57842,45.599714
221496,Vol de véhicule à moteur,2023-01-06,jour,21.0,300368.518010104,5041392.07700394,-73.556717,45.512435
221500,Vol dans / sur véhicule à moteur,2023-01-06,jour,46.0,300499.764992326,5050757.16099428,-73.55512,45.596706
221501,Introduction,2023-01-06,jour,26.0,294304.889,5038478.063,-73.634261,45.486148
221502,Vol de véhicule à moteur,2023-01-06,jour,8.0,287386.553,5035839.13,-73.722671,45.462264
221503,Méfait,2023-01-06,jour,10.0,293054.264,5043516.164,-73.650381,45.531463
221661,Introduction,2023-01-06,jour,7.0,291511.146,5040088.902,-73.670044,45.500596
221664,Vol dans / sur véhicule à moteur,2023-01-06,jour,10.0,289269.288,5044283.318,-73.698864,45.538292
221665,Introduction,2023-01-06,jour,8.0,290698.09400787,5034021.50000382,-73.680274,45.445982
221666,Introduction,2023-01-06,soir,10.0,289014.8319907,5043080.372998809,-73.702083,45.527462
221668,Vol de véhicule à moteur,2023-01-07,nuit,26.0,294696.142996312,5041594.534002449,-73.62932,45.514197
221669,Méfait,2023-01-07,nuit,15.0,299947.251997055,5038110.87100706,-73.562076,45.482906
221670,Vol de véhicule à moteur,2023-01-07,nuit,23.0,301933.074992027,5045546.7800084,-73.536717,45.549828
221672,Vol de véhicule à moteur,2023-01-07,jour,31.0,296610.916001658,5046023.21499858,-73.604887,45.554073
221673,Vol dans / sur véhicule à moteur,2023-01-07,jour,31.0,295191.415,5043249.07,-73.623014,45.529092
221674,Introduction,2023-01-07,jour,38.0,297967.411007745,5042113.07599127,-73.587458,45.518903
221675,Introduction,2023-01-07,jour,22.0,300223.031005322,5043959.23099761,-73.558603,45.535534
221676,Vol de véhicule à moteur,2023-01-07,jour,5.0,285957.555991756,5033790.67699391,-73.740866,45.443794
221677,Vol dans / sur véhicule à moteur,2023-01-07,jour,9.0,294623.736007178,5037594.13000603,-73.630164,45.478199
221678,Méfait,2023-01-07,jour,46.0,300869.710002458,5052501.89700399,-73.550392,45.612407
221679,Vol de véhicule à moteur,2023-01-07,jour,27.0,291322.09699418605,5044675.40999234,-73.672589,45.541863
221680,Introduction,2023-01-07,jour,22.0,300855.797003348,5042990.09400065,-73.550493,45.526817
221681,Vol de véhicule à moteur,2023-01-07,jour,45.0,297070.60499939206,5054578.3309961,-73.599135,45.63106
221682,Vol de véhicule à moteur,2023-01-07,jour,3.0,273788.479992901,5041230.32300043,-73.896892,45.510304
221683,Vol dans / sur véhicule à moteur,2023-01-07,jour,31.0,296250.89000307,5045642.076005969,-73.609491,45.550639
221684,Introduction,2023-01-07,jour,7.0,291511.146,5040088.902,-73.670044,45.500596
221685,Vol dans / sur véhicule à moteur,2023-01-07,jour,3.0,273788.479992901,5041230.32300043,-73.896892,45.510304
221686,Vols qualifiés,2023-01-07,jour,35.0,296112.401998467,5044227.57700367,-73.61124,45.537909
221687,Méfait,2023-01-07,soir,27.0,292998.899002205,5047926.26500209,-73.651196,45.571146
221689,Vol de véhicule à moteur,2023-01-08,nuit,7.0,289932.074,5038532.123,-73.690203,45.486555
221690,Vol de véhicule à moteur,2023-01-08,nuit,22.0,300466.906997352,5042151.08499503,-73.555465,45.519265
221692,Méfait,2023-01-08,jour,38.0,299948.988995842,5043751.09899618,-73.56211,45.533659
221694,Introduction,2023-01-08,jour,9.0,295069.839993228,5037662.13700192,-73.624459,45.478817
221695,Vol dans / sur véhicule à moteur,2023-01-08,jour,10.0,287710.736,5043078.067,-73.718778,45.52741
221696,Vol dans / sur véhicule à moteur,2023-01-08,jour,31.0,296331.887002383,5045770.07399859,-73.608456,45.551792
221698,Introduction,2023-01-08,soir,22.0,300639.9199896471,5042343.19700852,-73.553252,45.520995
221699,Vol de véhicule à moteur,2023-01-08,soir,7.0,289932.074,5038532.123,-73.690203,45.486555
221700,Vol dans / sur véhicule à moteur,2023-01-08,soir,15.0,298188.316997744,5034752.14999654,-73.584531,45.452668
221701,Introduction,2023-01-08,soir,48.0,301659.60500581405,5048899.34899326,-73.540241,45.579995
221702,Vol dans / sur véhicule à moteur,2023-01-08,soir,15.0,298823.875783745,5037564.52366214,-73.57644,45.477981
221704,Vol de véhicule à moteur,2023-01-09,nuit,13.0,293904.655997558,5031086.50000863,-73.639217,45.419629
221706,Vol dans / sur véhicule à moteur,2023-01-09,jour,27.0,292827.699998233,5047597.26900561,-73.653381,45.568182
221707,Vol de véhicule à moteur,2023-01-09,jour,7.0,289860.916037,5043050.431458,-73.691251,45.527211
221710,Vol dans / sur véhicule à moteur,2023-01-09,jour,27.0,292827.699998233,5047597.26900561,-73.653381,45.568182
221869,Introduction,2023-01-09,jour,7.0,291511.146,5040088.902,-73.670044,45.500596
221870,Vol dans / sur véhicule à moteur,2023-01-09,jour,48.0,303299.9120022591,5050800.10099951,-73.519228,45.597104
221873,Vol de véhicule à moteur,2023-01-09,jour,9.0,294421.596371,5034896.67489,-73.632692,45.453923
221875,Vol de véhicule à moteur,2023-01-09,jour,9.0,294421.596371,5034896.67489,-73.632692,45.453923
221876,Vol dans / sur véhicule à moteur,2023-01-09,jour,27.0,292738.590992231,5045999.21300727,-73.654483,45.553801
221878,Introduction,2023-01-09,jour,23.0,301262.76800437,5045638.64300079,-73.545303,45.550652
221882,Vol de véhicule à moteur,2023-01-09,soir,3.0,279664.116,5040724.416,-73.821669,45.505988
221883,Vol dans / sur véhicule à moteur,2023-01-10,nuit,3.0,272941.565,5035573.76,-73.907363,45.459366
221886,Vol dans / sur véhicule à moteur,2023-01-10,jour,9.0,294623.736007178,5037594.13000603,-73.630164,45.478199
221887,Vol dans / sur véhicule à moteur,2023-01-10,jour,8.0,292886.88212,5034281.983188,-73.6523,45.448367
221888,Introduction,2023-01-10,jour,46.0,298713.405994145,5051187.00000282,-73.578022,45.60056
221889,Méfait,2023-01-10,jour,35.0,298565.374992842,5044678.6059989,-73.579837,45.541994
221890,Méfait,2023-01-10,soir,30.0,293778.519993846,5047460.3680064,-73.641197,45.566966
221892,Méfait,2023-01-10,soir,5.0,281147.5309978731,5036259.49999582,-73.802471,45.465863
221893,Vol dans / sur véhicule à moteur,2023-01-10,soir,8.0,287386.553,5035839.13,-73.722671,45.462264
221894,Introduction,2023-01-11,nuit,21.0,299962.8400005931,5041609.76400111,-73.561911,45.514391
221896,Vol dans / sur véhicule à moteur,2023-01-11,nuit,20.0,298790.620009494,5039874.63099196,-73.576894,45.498768
221897,Introduction,2023-01-11,jour,3.0,279533.983,5040637.643,-73.82333,45.505202
221898,Vol de véhicule à moteur,2023-01-11,jour,7.0,287512.173,5040490.443,-73.721229,45.504121
221905,Introduction,2023-01-11,jour,22.0,300639.9199896471,5042343.19700852,-73.553252,45.520995
221907,Vol de véhicule à moteur,2023-01-11,jour,5.0,285957.555991756,5033790.67699391,-73.740866,45.443794
221909,Vol dans / sur véhicule à moteur,2023-01-11,jour,9.0,296030.7189911,5036597.719006609,-73.61215,45.469252
221910,Introduction,2023-01-11,jour,38.0,299043.12399235,5041066.069005329,-73.573677,45.509491
221912,Vol dans / sur véhicule à moteur,2023-01-02,jour,23.0,302220.54799127294,5045511.46699454,-73.533035,45.549512
221914,Introduction,2023-01-12,jour,15.0,298164.051990562,5036852.27400361,-73.58487,45.471566
221915,Vol de véhicule à moteur,2023-01-12,jour,3.0,279796.145,5040806.733,-73.819984,45.506733
221917,Vol de véhicule à moteur,2023-01-13,nuit,9.0,293285.656003036,5037475.999994,-73.647276,45.477115
222070,Introduction,2023-01-13,nuit,31.0,293722.41100859205,5043701.56100449,-73.641831,45.533142
222071,Vol de véhicule à moteur,2023-01-13,jour,35.0,298145.454989977,5044574.95100055,-73.585213,45.541058
222072,Introduction,2023-01-13,jour,15.0,297686.883004609,5037098.73699686,-73.590976,45.473779
222073,Vol dans / sur véhicule à moteur,2023-01-03,jour,31.0,295840.11601023,5044989.75500024,-73.61474,45.544764
222074,Vol dans / sur véhicule à moteur,2023-01-13,jour,5.0,285957.555991756,5033790.67699391,-73.740866,45.443794
222075,Vol dans / sur véhicule à moteur,2023-01-03,jour,39.0,295479.487998016,5052190.55699185,-73.619496,45.609554
222077,Vol dans / sur véhicule à moteur,2023-01-03,soir,7.0,289104.419,5039625.693,-73.700826,45.496377
222078,Méfait,2023-01-04,nuit,38.0,299087.941007396,5042087.23399221,-73.573115,45.518681
222079,Méfait,2023-01-13,jour,48.0,300207.284995432,5049083.2570039695,-73.558853,45.581641
222080,Méfait,2023-01-13,jour,22.0,300662.873004282,5042023.4580038,-73.552955,45.518118
222081,Vol dans / sur véhicule à moteur,2023-01-14,jour,21.0,299823.693,5041388.205,-73.56369,45.512396
222082,Vol de véhicule à moteur,2023-01-14,jour,20.0,299697.209001688,5040093.09299753,-73.565295,45.500741
222083,Vol dans / sur véhicule à moteur,2023-01-14,jour,21.0,299823.693,5041388.205,-73.56369,45.512396
222084,Vol de véhicule à moteur,2023-01-14,jour,10.0,291058.494007664,5044150.49900264,-73.67595,45.537134
222085,Vol dans / sur véhicule à moteur,2023-01-14,jour,26.0,295058.254,5037719.133,-73.624608,45.47933
222086,Introduction,2023-01-14,soir,48.0,302904.495001501,5052284.54899277,-73.524302,45.61046
222087,Vol de véhicule à moteur,2023-01-14,soir,26.0,296784.874997005,5042107.00000686,-73.602595,45.518836
222088,Vol de véhicule à moteur,2023-01-15,jour,38.0,298969.087991146,5043345.5580026,-73.574651,45.530002
222089,Vol de véhicule à moteur,2023-01-15,jour,15.0,298372.406993634,5035308.01199702,-73.582185,45.457672
222090,Vol de véhicule à moteur,2023-01-15,jour,21.0,300391.682006918,5040322.76200295,-73.556411,45.502813
222091,Vol de véhicule à moteur,2023-01-15,jour,46.0,300899.093999859,5050122.50000692,-73.549996,45.590997
222092,Vol dans / sur véhicule à moteur,2023-01-15,jour,5.0,287283.125003258,5034028.99999694,-73.72393,45.445973
222093,Introduction,2023-01-15,jour,38.0,298666.297994105,5043203.5880018,-73.578526,45.528722
222094,Vols qualifiés,2023-01-15,jour,26.0,295084.662000138,5039709.04600897,-73.62431,45.497236
222095,Vol dans / sur véhicule à moteur,2023-01-15,jour,21.0,299823.693,5041388.205,-73.56369,45.512396
222097,Méfait,2023-01-15,jour,15.0,298171.465007656,5036928.91400186,-73.584776,45.472256
222098,Vol de véhicule à moteur,2023-01-15,jour,38.0,298830.624000253,5042254.04599543,-73.576411,45.520179
222099,Vol de véhicule à moteur,2023-01-15,jour,7.0,291364.382,5042660.897,-73.671993,45.523736
222102,Vol dans / sur véhicule à moteur,2023-01-15,soir,7.0,291218.817,5043498.703,-73.673879,45.531273
222103,Vol dans / sur véhicule à moteur,2023-01-16,jour,3.0,275120.069,5036573.733,-73.879569,45.46846
222104,Vol de véhicule à moteur,2023-01-16,jour,27.0,293660.124009255,5047997.68800527,-73.642726,45.571799
222105,Introduction,2023-01-16,jour,21.0,299896.898,5041504.213,-73.562754,45.51344
222106,Vol de véhicule à moteur,2023-01-16,jour,26.0,296181.37999699,5039538.17499417,-73.610274,45.495713
222107,Vol de véhicule à moteur,2023-01-16,jour,38.0,299022.899,5042969.088,-73.573958,45.526615
222108,Vol de véhicule à moteur,2023-01-16,jour,39.0,294462.4689962911,5050699.49999191,-73.632503,45.596123
222110,Méfait,2023-01-16,jour,9.0,291872.244992539,5035377.29999565,-73.6653,45.458205
222111,Vol de véhicule à moteur,2023-01-16,jour,9.0,294454.551991204,5036671.25200343,-73.632308,45.469892
222114,Vol dans / sur véhicule à moteur,2023-01-16,jour,46.0,300894.613997094,5050346.98900189,-73.550055,45.593017
222115,Vol de véhicule à moteur,2023-01-16,jour,46.0,299675.1920076,5050910.87299755,-73.565691,45.598083
222116,Vol dans / sur véhicule à moteur,2023-01-16,soir,20.0,299841.999009091,5040376.14399302,-73.563446,45.503289
222117,Vol de véhicule à moteur,2023-01-16,soir,4.0,281746.812995011,5038067.50000358,-73.794892,45.482152
222118,Vol de véhicule à moteur,2023-01-16,soir,26.0,296318.110009555,5042582.47200336,-73.608578,45.523109
222272,Vol dans / sur véhicule à moteur,2023-01-17,jour,31.0,295529.792006416,5045475.56899292,-73.618724,45.549132
222273,Introduction,2023-01-17,jour,38.0,297527.186010471,5042866.0439924,-73.593104,45.525674
222274,Vol dans / sur véhicule à moteur,2023-01-05,jour,7.0,290943.654,5043441.622,-73.677401,45.530753
222275,Méfait,2023-01-17,jour,9.0,291872.244992539,5035377.29999565,-73.6653,45.458205
222276,Vol dans / sur véhicule à moteur,2023-01-05,jour,5.0,282081.155999371,5034502.99999824,-73.790451,45.450088
222279,Vol dans / sur véhicule à moteur,2023-01-17,jour,7.0,290446.39500910894,5041683.07299985,-73.683715,45.514919
222280,Vol dans / sur véhicule à moteur,2023-01-17,jour,15.0,297858.076995907,5037642.03799733,-73.588794,45.47867
222281,Introduction,2023-01-17,jour,38.0,299087.941007396,5042087.23399221,-73.573115,45.518681
222282,Vol de véhicule à moteur,2023-01-17,jour,39.0,294948.063002601,5050177.00000701,-73.626269,45.591429
222283,Vol de véhicule à moteur,2023-01-17,soir,5.0,282696.124989655,5034680.0000081295,-73.782597,45.451701
222285,Vol de véhicule à moteur,2023-01-17,soir,1.0,269498.846005583,5030264.308993249,-73.951002,45.411425
222286,Introduction,2023-01-17,soir,26.0,293912.474998434,5038678.21300048,-73.639286,45.487943
222288,Vol dans / sur véhicule à moteur,2023-01-18,nuit,38.0,299141.621009158,5043919.43699544,-73.572449,45.535168
222290,Méfait,2023-01-05,soir,38.0,298811.217002897,5041483.57299228,-73.57665,45.513246
222291,Vol de véhicule à moteur,2023-01-18,jour,9.0,296462.786996145,5036938.35899724,-73.60663,45.472322
222292,Vol de véhicule à moteur,2023-01-18,jour,48.0,302294.026286,5052396.61266,-73.53213,45.611467
222295,Introduction,2023-01-18,jour,26.0,295581.987,5040487.15,-73.617961,45.504245
222297,Vol de véhicule à moteur,2023-01-06,jour,5.0,284374.968998418,5034032.5000035,-73.761106,45.445925
222298,Méfait,2023-01-06,soir,10.0,291621.989001354,5044060.1839917,-73.668733,45.536333
222299,Vol dans / sur véhicule à moteur,2023-01-18,jour,20.0,299697.209001688,5040093.09299753,-73.565295,45.500741
222300,Introduction,2023-01-18,jour,48.0,302500.176,5049340.663,-73.529472,45.583969
222303,Vol de véhicule à moteur,2023-01-18,jour,10.0,293085.606,5043478.891,-73.649978,45.531128
222304,Vol de véhicule à moteur,2023-01-18,jour,4.0,281661.244993614,5038193.26300299,-73.795993,45.483281
222305,Méfait,2023-01-18,jour,23.0,301069.867997592,5045941.06500712,-73.547775,45.553372
222306,Introduction,2023-01-18,jour,10.0,287710.736,5043078.067,-73.718778,45.52741
222307,Introduction,2023-01-18,jour,13.0,294811.380311,5031922.030386,-73.627649,45.427161
222308,Introduction,2023-01-18,soir,38.0,299495.203000594,5044060.67500516,-73.567923,45.536442
222309,Méfait,2023-01-18,soir,23.0,301933.074992027,5045546.7800084,-73.536717,45.549828
222310,Vol de véhicule à moteur,2023-01-18,soir,42.0,297586.655993907,5047895.99999458,-73.592417,45.570936
222311,Introduction,2023-01-18,soir,7.0,291511.146,5040088.902,-73.670044,45.500596
222312,Vol de véhicule à moteur,2023-01-18,soir,48.0,300943.694998629,5048733.593004529,-73.549413,45.5785
222314,Vol de véhicule à moteur,2023-01-18,soir,26.0,292773.397996412,5039407.64400434,-73.653876,45.494488
222315,Introduction,2023-01-18,soir,26.0,294892.735994554,5039948.08099801,-73.626771,45.499385
222317,Vol de véhicule à moteur,2023-01-19,nuit,38.0,298161.005998265,5042499.07999246,-73.584985,45.522378
222319,Vol de véhicule à moteur,2023-01-19,nuit,9.0,293612.673990586,5037180.62299845,-73.643087,45.474462
222320,Vol de véhicule à moteur,2023-01-19,nuit,16.0,299490.655990797,5036115.50000332,-73.567896,45.464947
222321,Introduction,2023-01-19,nuit,26.0,295191.003,5037861.239,-73.622913,45.48061
222322,Introduction,2023-01-19,nuit,38.0,299538.0909928641,5043653.09699701,-73.56737,45.532774
222323,Vol de véhicule à moteur,2023-01-19,nuit,23.0,301378.700002436,5045894.04600358,-73.54382,45.552951
222478,Vol dans / sur véhicule à moteur,2023-01-06,soir,46.0,300578.888,5050712.7,-73.554105,45.596306
222480,Introduction,2023-01-19,jour,26.0,294892.735994554,5039948.08099801,-73.626771,45.499385
222481,Vol de véhicule à moteur,2023-01-19,jour,27.0,292896.322996584,5048275.503009129,-73.652519,45.574286
222482,Vol dans / sur véhicule à moteur,2023-01-19,jour,10.0,291391.005008062,5044158.53300819,-73.671693,45.537213
222483,Vol dans / sur véhicule à moteur,2023-01-07,jour,22.0,300597.799000824,5043323.76399491,-73.553799,45.529818
222484,Vol dans / sur véhicule à moteur,2023-01-07,jour,23.0,300959.68699373293,5044972.61100626,-73.549179,45.544657
222485,Vol dans / sur véhicule à moteur,2023-01-07,soir,26.0,294927.262010487,5039809.04699291,-73.626326,45.498134
222487,Méfait,2023-01-19,jour,9.0,294506.679,5035064.35,-73.631608,45.455433
222489,Introduction,2023-01-19,jour,38.0,298783.9179995621,5041441.57199666,-73.576999,45.512868
222490,Vol de véhicule à moteur,2023-01-19,jour,46.0,299675.1920076,5050910.87299755,-73.565691,45.598083
222493,Vol de véhicule à moteur,2023-01-19,soir,5.0,281095.815,5034232.094,-73.803035,45.447618
222494,Vol de véhicule à moteur,2023-01-19,soir,7.0,288836.977,5039722.907,-73.704251,45.497246
222495,Méfait,2023-01-19,soir,8.0,290865.344009816,5034018.49999558,-73.678136,45.445959
222497,Méfait,2023-01-08,soir,38.0,298106.812004582,5041937.07500619,-73.585671,45.517321
222498,Vol dans / sur véhicule à moteur,2023-01-20,jour,21.0,299823.693,5041388.205,-73.56369,45.512396
222501,Vol de véhicule à moteur,2023-01-20,jour,26.0,293934.443001128,5038715.99199181,-73.639005,45.488283
222503,Vol dans / sur véhicule à moteur,2023-01-20,jour,39.0,294184.719000168,5049411.49999579,-73.636035,45.584529
222505,Introduction,2023-01-20,jour,35.0,297598.398,5043772.687,-73.592206,45.533833
222506,Vol de véhicule à moteur,2023-01-20,jour,7.0,289426.921,5038045.241,-73.69665,45.482163
222507,Vol de véhicule à moteur,2023-01-20,jour,23.0,302066.287006878,5045487.61699406,-73.535011,45.549296
222510,Vol de véhicule à moteur,2023-01-20,soir,15.0,300127.307989672,5037704.42300098,-73.559769,45.47925
222511,Méfait,2023-01-20,soir,27.0,292997.02199128293,5046255.26700905,-73.65118,45.556109
222512,Vols qualifiés,2023-01-20,soir,16.0,299168.093992302,5035075.999996689,-73.572009,45.455591
222513,Méfait,2023-01-21,nuit,1.0,277396.9669984951,5035983.48599808,-73.850418,45.463242
222514,Vol dans / sur véhicule à moteur,2023-01-21,jour,21.0,299551.032,5041101.873,-73.567177,45.509817
222516,Vol de véhicule à moteur,2023-01-21,jour,42.0,297349.937993805,5049079.99999204,-73.595468,45.581587
222517,Vol dans / sur véhicule à moteur,2023-01-21,jour,5.0,281095.815,5034232.094,-73.803035,45.447618
222519,Méfait,2023-01-21,jour,3.0,279664.116,5040724.416,-73.821669,45.505988
222520,Introduction,2023-01-21,soir,26.0,296261.938001703,5041634.99999883,-73.60928,45.514582
222521,Vols qualifiés,2023-01-21,soir,10.0,288582.962007715,5043571.3529928895,-73.707628,45.53187
222523,Vol dans / sur véhicule à moteur,2023-01-22,nuit,20.0,298655.741001925,5040094.05699971,-73.578622,45.500741
222524,Vol dans / sur véhicule à moteur,2023-01-22,nuit,22.0,299857.202000676,5042558.08700028,-73.563273,45.522923
222525,Vol de véhicule à moteur,2023-01-22,jour,7.0,287512.173,5040490.443,-73.721229,45.504121
222526,Introduction,2023-01-22,jour,26.0,294691.364996481,5038183.93099682,-73.629311,45.483507
222527,Introduction,2023-01-22,jour,44.0,299580.37799975,5047993.58300588,-73.566875,45.571832
222528,Introduction,2023-01-22,jour,38.0,298445.338,5042870.102,-73.58135,45.525719
222529,Vol de véhicule à moteur,2023-01-22,jour,7.0,288836.977,5039722.907,-73.704251,45.497246
222530,Vol de véhicule à moteur,2023-01-22,jour,26.0,294039.111,5040394.22,-73.637703,45.503386
222681,Vol de véhicule à moteur,2023-01-22,jour,15.0,297745.229999029,5035713.88099302,-73.59021,45.461318
222682,Vol de véhicule à moteur,2023-01-22,jour,13.0,294220.718999434,5032352.50000538,-73.635206,45.431026
222683,Vol dans / sur véhicule à moteur,2023-01-22,jour,20.0,299697.209001688,5040093.09299753,-73.565295,45.500741
222684,Introduction,2023-01-22,soir,48.0,302005.50700169,5048149.60600694,-73.535804,45.57325
222685,Introduction,2023-01-23,nuit,31.0,293696.111990956,5043640.56100792,-73.642166,45.532593
222686,Méfait,2023-01-23,jour,7.0,288836.977,5039722.907,-73.704251,45.497246
222687,Méfait,2023-01-23,jour,44.0,300262.802,5048107.821,-73.558132,45.572865
222689,Introduction,2023-01-23,jour,48.0,301659.60500581405,5048899.34899326,-73.540241,45.579995
222690,Vol dans / sur véhicule à moteur,2023-01-23,jour,23.0,301682.189995892,5046559.67600812,-73.539937,45.558942
222691,Vol dans / sur véhicule à moteur,2023-01-23,jour,12.0,298505.553008271,5039407.55100186,-73.580535,45.494563
222692,Méfait,2023-01-09,soir,5.0,282081.155999371,5034502.99999824,-73.790451,45.450088
222693,Introduction,2023-01-23,jour,12.0,298241.0390003111,5039087.59700226,-73.583915,45.491681
222695,Méfait,2023-01-23,jour,9.0,294320.581991436,5036467.021998569,-73.634017,45.468052
222696,Vol dans / sur véhicule à moteur,2023-01-10,jour,22.0,300839.29300854,5043334.09700623,-73.550708,45.529912
222698,Vol de véhicule à moteur,2023-01-23,jour,45.0,298369.735002543,5054964.57300441,-73.582477,45.634548
222699,Vols qualifiés,2023-01-23,jour,10.0,288964.989,5043979.901,-73.70275,45.535555
222700,Vol de véhicule à moteur,2023-01-23,jour,38.0,298477.384006025,5042189.77699489,-73.580931,45.519598
222701,Vol dans / sur véhicule à moteur,2023-01-10,jour,7.0,285100.845,5040006.156,-73.752066,45.499699
222702,Vol de véhicule à moteur,2023-01-23,jour,20.0,299141.493999985,5039636.48999654,-73.572401,45.496628
222704,Méfait,2023-01-23,jour,38.0,298795.069,5041035.639,-73.576851,45.509215
222706,Vol de véhicule à moteur,2023-01-23,soir,7.0,285377.530997332,5039500.00000886,-73.748506,45.495153
222707,Vol de véhicule à moteur,2023-01-24,nuit,4.0,278518.500004302,5037949.99999531,-73.836181,45.480981
222708,Vol dans / sur véhicule à moteur,2023-01-24,nuit,21.0,299823.693,5041388.205,-73.56369,45.512396
222709,Méfait,2023-01-24,nuit,38.0,299447.213005499,5041629.576003569,-73.568511,45.514565
222710,Vol de véhicule à moteur,2023-01-24,nuit,8.0,287386.553,5035839.13,-73.722671,45.462264
222711,Vol de véhicule à moteur,2023-01-24,jour,45.0,298669.310997007,5056155.29800493,-73.57865,45.645266
222712,Vol de véhicule à moteur,2023-01-24,jour,12.0,297850.094,5038625.0,-73.58891,45.487515
222713,Vol dans / sur véhicule à moteur,2023-01-24,jour,31.0,295540.730990092,5044713.48399882,-73.618569,45.542274
222714,Vol de véhicule à moteur,2023-01-24,jour,1.0,277687.436998644,5034280.4560055295,-73.846609,45.447929
222715,Vol dans / sur véhicule à moteur,2023-01-10,soir,22.0,300903.98799811694,5044126.60400452,-73.549886,45.537044
222716,Introduction,2023-01-24,jour,4.0,281357.769009939,5038642.1789974,-73.799896,45.48731
222717,Méfait,2023-01-24,jour,10.0,290219.598998166,5044588.51599454,-73.686705,45.541059
222718,Vol dans / sur véhicule à moteur,2023-01-24,jour,38.0,299230.326002173,5040940.56799712,-73.571279,45.508363
222719,Méfait,2023-01-24,jour,48.0,300072.482998822,5049147.71199112,-73.560581,45.582221
222720,Méfait,2023-01-24,jour,48.0,300072.482998822,5049147.71199112,-73.560581,45.582221
222721,Méfait,2023-01-24,jour,48.0,300072.482998822,5049147.71199112,-73.560581,45.582221
222722,Méfait,2023-01-24,jour,48.0,300072.482998822,5049147.71199112,-73.560581,45.582221
222723,Vol dans / sur véhicule à moteur,2023-01-11,jour,31.0,296022.325996162,5045885.63500062,-73.612423,45.552828
222724,Vol de véhicule à moteur,2023-01-24,jour,42.0,298161.016002192,5048241.02100318,-73.585063,45.574046
222725,Vol dans / sur véhicule à moteur,2023-01-10,jour,39.0,296240.593991284,5052371.4999986,-73.609741,45.611192
222726,Introduction,2023-01-24,soir,10.0,287787.284006155,5043445.72999227,-73.717811,45.530721
222728,Introduction,2023-01-25,nuit,48.0,303091.508007793,5051358.09800454,-73.521901,45.602124
222729,Vol de véhicule à moteur,2023-01-25,nuit,31.0,294988.016009749,5043178.56800746,-73.625616,45.528455
222730,Méfait,2023-01-24,jour,48.0,300207.284995432,5049083.2570039695,-73.558853,45.581641
227172,Méfait,2023-01-04,jour,38.0,298559.073996862,5041837.19700481,-73.579881,45.516426
227173,Vol dans / sur véhicule à moteur,2023-01-04,jour,48.0,302324.125,5049573.402,-73.531729,45.586063
227174,Introduction,2023-01-13,jour,23.0,301415.5379966151,5044865.43799494,-73.543341,45.543695
227175,Introduction,2023-01-13,soir,8.0,291618.24999611,5033358.49999631,-73.668493,45.440034
227176,Introduction,2023-01-13,soir,35.0,295989.362006688,5043499.77799887,-73.612802,45.531359
227178,Méfait,2023-01-13,soir,30.0,296131.959,5047185.119,-73.611042,45.564523
227179,Méfait,2023-01-14,jour,42.0,297573.750006808,5050759.49999184,-73.592625,45.596702
227180,Introduction,2023-01-14,jour,26.0,294324.856003274,5040511.496992449,-73.634049,45.504446
227181,Méfait,2023-01-14,jour,45.0,298429.713001249,5055030.57599135,-73.581709,45.635143
227182,Vol dans / sur véhicule à moteur,2023-01-14,jour,5.0,284759.244002188,5033913.257995809,-73.756189,45.444863
227183,Méfait,2023-01-14,jour,44.0,299084.879998497,5046328.09399754,-73.573204,45.556841
227184,Vols qualifiés,2023-01-14,jour,31.0,293288.874,5043588.098,-73.647379,45.532114
227185,Introduction,2023-01-14,soir,31.0,296758.59099597,5045232.08000683,-73.602982,45.546956
227186,Vols qualifiés,2023-01-14,soir,7.0,289472.708006929,5040999.11199124,-73.696156,45.508744
227187,Vol de véhicule à moteur,2023-01-14,soir,26.0,295088.021006103,5041688.16800252,-73.624306,45.515045
227188,Vol de véhicule à moteur,2023-01-14,soir,30.0,296077.449005499,5048675.05599659,-73.611767,45.577929
227189,Méfait,2023-01-14,soir,15.0,300413.621990048,5037777.58000889,-73.556108,45.47991
227190,Vols qualifiés,2023-01-14,soir,44.0,299084.879998497,5046328.09399754,-73.573204,45.556841
227191,Vol de véhicule à moteur,2023-01-15,nuit,30.0,295679.265993873,5048879.68599278,-73.616873,45.579765
227192,Vol de véhicule à moteur,2023-01-15,nuit,31.0,293313.885,5043654.609,-73.64706,45.532713
227194,Vol dans / sur véhicule à moteur,2023-01-15,jour,30.0,296888.819998278,5046469.38800677,-73.601335,45.558091
227195,Vol de véhicule à moteur,2023-01-15,jour,15.0,298580.079994506,5037624.54100835,-73.579559,45.478519
227197,Vol de véhicule à moteur,2023-01-15,jour,10.0,291716.609999818,5044143.53899964,-73.667523,45.537084
227198,Vol de véhicule à moteur,2023-01-15,jour,23.0,301951.27,5045205.29,-73.536482,45.546756
227199,Méfait,2023-01-15,jour,38.0,298559.073996862,5041837.19700481,-73.579881,45.516426
227200,Méfait,2023-01-15,jour,38.0,298559.073996862,5041837.19700481,-73.579881,45.516426
227201,Méfait,2023-01-15,jour,42.0,297573.750006808,5050759.49999184,-73.592625,45.596702
