,CATEGORIE,DATE,QUART,PDQ,X,Y,LONGITUDE,LATITUDE
214060,Vol dans / sur véhicule à moteur,2023-01-14,jour,48.0,303121.860993714,5050970.63500869,-73.521511,45.598638
214061,Vol de véhicule à moteur,2023-01-14,jour,38.0,299198.426991791,5040863.06699252,-73.571687,45.507666
214062,Vol de véhicule à moteur,2023-01-26,jour,10.0,286703.1039932671,5042715.38799691,-73.731664,45.524121
214214,Méfait,2023-01-26,jour,27.0,291777.519991793,5046766.57299463,-73.666813,45.560689
214215,Vol de véhicule à moteur,2023-01-26,jour,44.0,298544.684001083,5045604.09800914,-73.580114,45.550322
214216,Vol dans / sur véhicule à moteur,2023-01-13,jour,9.0,295078.173992844,5037582.5319997,-73.624351,45.478101
214217,Vol dans / sur véhicule à moteur,2023-01-14,jour,7.0,292011.813926,5041751.438598,-73.663681,45.515565
214218,Méfait,2023-01-14,jour,30.0,297255.985994578,5047180.10099744,-73.596643,45.564491
214219,Vol dans / sur véhicule à moteur,2023-01-14,jour,9.0,295698.7899964741,5036992.966008849,-73.616402,45.472804
214220,Vol dans / sur véhicule à moteur,2023-01-26,jour,23.0,300450.022,5044441.22,-73.555701,45.539872
214221,Méfait,2023-01-26,soir,50.0,298042.337,5037496.564,-73.586436,45.477362
214222,Vol dans / sur véhicule à moteur,2023-01-26,soir,38.0,297976.904991628,5042724.08200463,-73.587345,45.524401
214223,Introduction,2023-01-26,soir,48.0,301636.407998182,5048033.405997969,-73.540533,45.572203
214224,Vols qualifiés,2023-01-26,soir,22.0,300721.888,5043736.101,-73.552214,45.533529
214225,Vols qualifiés,2023-01-26,soir,3.0,275591.4029666091,5037623.382878169,-73.873603,45.477925
214226,Vol de véhicule à moteur,2023-01-27,nuit,39.0,296033.122,5053164.494,-73.612415,45.618325
214227,Vol de véhicule à moteur,2023-01-27,nuit,10.0,290393.717992082,5043714.14199122,-73.684449,45.533195
214228,Introduction,2023-01-27,nuit,35.0,295911.553,5044355.856,-73.613814,45.539061
214229,Vol dans / sur véhicule à moteur,2023-01-14,jour,9.0,294818.291995928,5036346.41599736,-73.62765,45.466974
214230,Vol de véhicule à moteur,2023-01-27,jour,42.0,298128.0939992211,5050891.000008049,-73.585521,45.597891
214231,Vol dans / sur véhicule à moteur,2023-01-27,jour,22.0,300456.724006378,5042265.7379944,-73.555596,45.520297
214232,Vol dans / sur véhicule à moteur,2023-01-15,jour,46.0,298031.834006182,5053340.79399224,-73.586789,45.619934
214233,Méfait,2023-01-27,jour,50.0,299198.734205,5039495.114064,-73.571667,45.495356
214235,Vol dans / sur véhicule à moteur,2023-01-15,jour,15.0,298216.676995738,5037731.04000844,-73.584209,45.479474
214236,Vol de véhicule à moteur,2023-01-27,jour,10.0,290002.230006917,5043624.4279941,-73.689459,45.532379
214237,Vol dans / sur véhicule à moteur,2023-01-15,jour,39.0,295882.656007221,5052789.500004849,-73.614338,45.614949
214238,Vol de véhicule à moteur,2023-01-27,jour,42.0,297056.687994428,5051232.49999651,-73.59926,45.600953
214239,Vol dans / sur véhicule à moteur,2023-01-27,jour,20.0,298642.56,5039642.674,-73.578785,45.49668
214240,Introduction,2023-01-27,jour,46.0,300315.406004331,5051478.4999944,-73.557489,45.603195
214241,Vol dans / sur véhicule à moteur,2023-01-16,jour,39.0,295163.20600225,5051729.36199369,-73.623542,45.6054
214242,Méfait,2023-01-27,jour,39.0,294912.08200437,5051626.38500391,-73.626759,45.60447
214243,Introduction,2023-01-27,soir,16.0,298870.499996441,5035723.00000299,-73.575821,45.46141
214244,Méfait,2023-01-27,soir,50.0,300757.711,5042597.38,-73.551746,45.523283
214245,Vol de véhicule à moteur,2023-01-28,nuit,48.0,302800.405425273,5050103.64221497,-73.525628,45.590835
214246,Vol de véhicule à moteur,2023-01-28,nuit,31.0,295854.902992684,5045713.13400377,-73.614564,45.551274
214247,Introduction,2023-01-28,jour,39.0,293335.504008018,5050099.75299892,-73.646934,45.590709
214248,Vol dans / sur véhicule à moteur,2023-01-28,jour,49.0,304077.060995664,5052372.32900784,-73.509269,45.611252
214250,Introduction,2023-01-28,jour,38.0,299100.393990112,5043467.59300002,-73.572972,45.531102
214251,Introduction,2023-01-28,jour,15.0,298396.408899675,5036946.26092534,-73.5819,45.472414
214252,Vol dans / sur véhicule à moteur,2023-01-28,jour,20.0,299000.153997868,5040302.14499366,-73.574217,45.502617
214254,Vol de véhicule à moteur,2023-01-28,jour,31.0,295950.265010091,5045651.87799369,-73.613342,45.550724
214255,Vol dans / sur véhicule à moteur,2023-01-28,soir,21.0,299638.114990254,5041506.075006969,-73.566067,45.513455
214256,Vols qualifiés,2023-01-28,soir,20.0,299298.311,5039389.895,-73.570392,45.49441
214258,Vol de véhicule à moteur,2023-01-28,soir,15.0,298216.676995738,5037731.04000844,-73.584209,45.479474
214259,Introduction,2023-01-29,nuit,15.0,298431.378751509,5036999.66598265,-73.581453,45.472895
214260,Méfait,2023-01-29,nuit,39.0,294921.151003436,5051614.521999209,-73.626643,45.604363
214261,Introduction,2023-01-29,nuit,31.0,295012.396008538,5042817.02699426,-73.625297,45.525202
214416,Méfait,2023-01-04,jour,46.0,300237.688000989,5050515.00000724,-73.558477,45.594525
215198,Vols qualifiés,2023-01-01,nuit,50.0,301398.589417118,5049188.66555478,-73.543588,45.582597
215199,Vol de véhicule à moteur,2023-01-01,nuit,16.0,299139.280989926,5034611.00000179,-73.572372,45.451406
215200,Introduction,2023-01-01,nuit,10.0,287527.398003384,5043566.48499547,-73.721142,45.531801
215201,Introduction,2023-01-01,nuit,15.0,298498.127995034,5037765.66500202,-73.580609,45.479788
215202,Introduction,2023-01-01,nuit,39.0,295293.737,5054154.659,-73.621916,45.627225
215203,Introduction,2023-01-01,nuit,35.0,295805.084,5044185.786,-73.615174,45.537529
215204,Vols qualifiés,2023-01-01,nuit,26.0,295129.964002142,5039329.54299442,-73.623723,45.493822
215205,Méfait,2023-01-01,nuit,50.0,295217.514,5043312.57,-73.622681,45.529664
215206,Méfait,2023-01-01,nuit,3.0,275512.59399967,5037108.00000297,-73.874581,45.473284
215207,Vol de véhicule à moteur,2023-01-01,jour,13.0,296259.881198574,5034033.8170557,-73.609174,45.446183
215208,Vol de véhicule à moteur,2023-01-01,jour,7.0,287100.543993734,5042115.16799685,-73.726555,45.518731
215362,Vol de véhicule à moteur,2023-01-01,jour,42.0,298053.895,5049518.178,-73.586453,45.585537
215363,Méfait,2023-01-01,jour,23.0,300450.022,5044441.22,-73.555701,45.539872
215364,Vol de véhicule à moteur,2023-01-01,jour,13.0,294957.655997515,5033468.99999145,-73.62581,45.441084
215365,Méfait,2023-01-01,soir,48.0,301859.682005555,5047844.132008529,-73.537671,45.5705
215366,Méfait,2023-01-01,soir,7.0,290639.656,5041611.5,-73.68124,45.514279
215367,Introduction,2023-01-01,soir,16.0,299547.3440042081,5035679.00000426,-73.567166,45.46102
215368,Introduction,2023-01-01,soir,22.0,300332.587995484,5044174.10300131,-73.557202,45.537468
215369,Introduction,2023-01-01,soir,45.0,299098.075906686,5056011.62630822,-73.573148,45.643976
215370,Introduction,2023-01-02,nuit,39.0,295328.484994918,5051824.49699723,-73.621425,45.606259
215371,Vol de véhicule à moteur,2023-01-02,nuit,3.0,282811.469,5040791.0,-73.781396,45.506693
215372,Vol de véhicule à moteur,2023-01-02,jour,46.0,299141.420009483,5051031.62600207,-73.572534,45.599166
215373,Méfait,2023-01-02,jour,26.0,293634.955,5040523.549,-73.642878,45.504544
215374,Vol de véhicule à moteur,2023-01-02,jour,5.0,279528.938,5035518.0,-73.823131,45.459134
215375,Vol dans / sur véhicule à moteur,2023-01-02,jour,21.0,299621.716004548,5041432.57499743,-73.566276,45.512794
215376,Vol dans / sur véhicule à moteur,2023-01-02,jour,48.0,303702.50599598,5050369.766998489,-73.514067,45.593232
215377,Vol de véhicule à moteur,2023-01-02,jour,48.0,302391.011995795,5049099.60400415,-73.53087,45.5818
215378,Vol dans / sur véhicule à moteur,2023-01-02,jour,44.0,299988.584,5044617.876,-73.561611,45.541459
215379,Méfait,2023-01-02,soir,4.0,278636.531006216,5037692.49999942,-73.834658,45.478668
215380,Vols qualifiés,2023-01-02,soir,38.0,298179.82299955894,5043613.67399624,-73.58476,45.532408
215381,Introduction,2023-01-02,soir,39.0,295307.656004661,5053204.50000286,-73.621719,45.618676
215382,Vol de véhicule à moteur,2023-01-02,soir,42.0,297928.344001508,5049779.00000684,-73.588066,45.587883
215383,Vol de véhicule à moteur,2023-01-03,nuit,31.0,295191.415,5043249.07,-73.623014,45.529092
215384,Introduction,2023-01-03,nuit,27.0,291540.725002154,5045802.11800848,-73.66982,45.552006
215385,Vol dans / sur véhicule à moteur,2023-01-03,jour,7.0,292480.913993663,5042852.09000896,-73.657705,45.525478
215386,Méfait,2023-01-03,jour,22.0,300769.88799014,5043954.10300766,-73.551601,45.535491
215387,Vol dans / sur véhicule à moteur,2023-01-03,jour,7.0,292480.913993663,5042852.09000896,-73.657705,45.525478
215388,Méfait,2023-01-03,jour,10.0,287527.398003384,5043566.48499547,-73.721142,45.531801
215389,Vol dans / sur véhicule à moteur,2023-01-03,jour,27.0,293259.366003929,5044205.51299176,-73.647771,45.537669
215390,Vol de véhicule à moteur,2023-01-03,jour,42.0,297765.775,5047562.788,-73.590117,45.567939
215391,Introduction,2023-01-03,jour,26.0,293994.560005151,5038625.38000373,-73.638234,45.487469
215392,Méfait,2023-01-03,jour,22.0,300259.64300072,5042592.89499163,-73.558122,45.523239
215393,Introduction,2023-01-03,jour,38.0,297874.81300899,5041960.07399368,-73.588641,45.517525
215394,Introduction,2023-01-03,jour,38.0,298876.044999719,5040798.40599536,-73.575812,45.507081
215395,Méfait,2023-01-03,jour,27.0,292337.211008267,5047537.09499277,-73.659663,45.567632
215396,Vol de véhicule à moteur,2023-01-03,jour,49.0,304985.719001348,5054437.50000057,-73.497618,45.629835
215398,Vol dans / sur véhicule à moteur,2023-01-03,jour,48.0,300699.439992718,5049264.85700572,-73.552548,45.583279
215401,Méfait,2023-01-03,soir,38.0,299329.193999729,5043435.0940078,-73.570042,45.530811
215402,Introduction,2023-01-03,soir,42.0,297023.906003593,5050902.50000605,-73.599675,45.597983
215403,Méfait,2023-01-03,soir,27.0,292850.027006954,5048772.39300607,-73.653124,45.578757
215404,Vol de véhicule à moteur,2023-01-03,soir,42.0,296903.938010037,5049728.99999162,-73.601194,45.587422
215405,Méfait,2023-01-03,soir,27.0,290336.206,5045292.725,-73.685232,45.547398
215406,Méfait,2023-01-03,soir,50.0,302016.025,5050752.982,-73.535684,45.596676
215407,Vol de véhicule à moteur,2023-01-04,nuit,10.0,289296.826993698,5043763.0190089,-73.698495,45.533611
215408,Introduction,2023-01-04,nuit,31.0,294887.062996704,5042936.20700642,-73.626904,45.526273
215409,Vol de véhicule à moteur,2023-01-04,nuit,48.0,302865.936995932,5050295.80899944,-73.524789,45.592565
215410,Vol de véhicule à moteur,2023-01-04,jour,9.0,296485.577998572,5037397.53300688,-73.606346,45.476454
215411,Introduction,2023-01-04,jour,15.0,298836.779992844,5037648.54299966,-73.576276,45.478737
215563,Méfait,2023-01-04,jour,50.0,300757.711,5042597.38,-73.551746,45.523283
215564,Introduction,2023-01-04,jour,38.0,299220.019001062,5041309.57200047,-73.571415,45.511684
215565,Vol de véhicule à moteur,2023-01-04,jour,38.0,299435.289009884,5044192.60000526,-73.568692,45.537628
215567,Vol de véhicule à moteur,2023-01-04,jour,22.0,301120.50599149,5042254.08800424,-73.547099,45.520196
215568,Vol de véhicule à moteur,2023-01-04,jour,39.0,295870.75,5051459.0,-73.614466,45.602977
215569,Introduction,2023-01-04,jour,3.0,274917.990991333,5038333.62900449,-73.88226,45.484288
215570,Vol dans / sur véhicule à moteur,2023-01-04,jour,7.0,292480.913993663,5042852.09000896,-73.657705,45.525478
215572,Méfait,2023-01-04,soir,44.0,299157.38599866093,5045120.10200213,-73.572261,45.545972
215573,Méfait,2023-01-04,soir,15.0,297173.9049937161,5035844.94900247,-73.597518,45.462491
215575,Introduction,2023-01-04,soir,3.0,280179.702998037,5041262.9850037,-73.815099,45.510852
215576,Introduction,2023-01-04,soir,39.0,295818.996,5052057.119,-73.615141,45.608358
215577,Introduction,2023-01-05,nuit,44.0,298847.199993345,5045108.08399942,-73.576233,45.545861
215578,Méfait,2023-01-05,nuit,5.0,286738.78099636,5034640.49999427,-73.730911,45.451461
215579,Vols qualifiés,2023-01-05,jour,31.0,294230.379,5043572.061,-73.635324,45.531985
215580,Méfait,2023-01-05,jour,50.0,299481.209154334,5040913.67219277,-73.568068,45.508123
215581,Introduction,2023-01-05,jour,15.0,297637.180003016,5037373.036994929,-73.591616,45.476247
215582,Introduction,2023-01-05,jour,39.0,292941.064992887,5049371.58799857,-73.651972,45.58415
215583,Vol dans / sur véhicule à moteur,2023-01-05,jour,13.0,293276.968995465,5032311.49999657,-73.647266,45.430642
215584,Introduction,2023-01-05,jour,9.0,292379.84800265,5035805.08900742,-73.65882,45.462064
215585,Introduction,2023-01-05,jour,15.0,296986.723,5036265.652,-73.599918,45.466275
215589,Vol de véhicule à moteur,2023-01-05,jour,5.0,285071.813,5034806.0,-73.752229,45.452906
215590,Introduction,2023-01-05,jour,31.0,295601.179001998,5044537.54799812,-73.617792,45.540692
215591,Vol dans / sur véhicule à moteur,2023-01-05,jour,10.0,287787.284006155,5043445.72999227,-73.717811,45.530721
215592,Méfait,2023-01-05,jour,39.0,295293.737,5054154.659,-73.621916,45.627225
215593,Vol dans / sur véhicule à moteur,2023-01-05,soir,27.0,293542.491000835,5046147.86800099,-73.64419,45.555152
215594,Vol dans / sur véhicule à moteur,2023-01-05,soir,20.0,299119.895007244,5040116.69699619,-73.572683,45.500949
215595,Méfait,2023-01-05,soir,12.0,298527.064000728,5038831.65100217,-73.580253,45.489381
215596,Méfait,2023-01-05,soir,50.0,298056.0309755291,5038887.96082336,-73.586279,45.489883
215597,Vols qualifiés,2023-01-06,nuit,30.0,297081.1050098891,5046484.59000567,-73.598872,45.55823
215598,Vols qualifiés,2023-01-06,nuit,42.0,298072.688,5048089.5,-73.586193,45.572682
215599,Vol de véhicule à moteur,2023-01-06,nuit,8.0,293191.937992879,5034037.50000503,-73.648394,45.446172
215600,Introduction,2023-01-06,nuit,9.0,292379.84800265,5035805.08900742,-73.65882,45.462064
215601,Méfait,2023-01-06,nuit,50.0,299245.433,5040529.064,-73.571081,45.504661
215602,Méfait,2023-01-06,jour,50.0,299481.209154334,5040913.67219277,-73.568068,45.508123
215603,Vol de véhicule à moteur,2023-01-06,jour,13.0,296938.656007116,5031597.99999385,-73.600458,45.424273
215604,Vol dans / sur véhicule à moteur,2023-01-06,jour,44.0,298821.687001613,5045046.59900375,-73.576559,45.545308
215606,Introduction,2023-01-06,jour,15.0,298980.893996118,5038166.3439942,-73.574439,45.483398
215608,Vol dans / sur véhicule à moteur,2023-01-06,jour,23.0,302084.994993215,5046275.61500429,-73.534776,45.556387
215609,Méfait,2023-01-06,jour,50.0,299733.44455346,5041226.661936929,-73.564844,45.510942
215610,Vol dans / sur véhicule à moteur,2023-01-06,jour,13.0,296340.306003247,5032530.877999489,-73.60812,45.43266
215765,Introduction,2023-01-06,jour,16.0,299129.438003944,5034466.49999263,-73.572496,45.450106
215766,Vol de véhicule à moteur,2023-01-06,soir,7.0,289376.36,5038465.372,-73.69731,45.485942
215767,Vol dans / sur véhicule à moteur,2023-01-06,soir,46.0,300644.048,5050984.566,-73.553272,45.598753
215768,Vols qualifiés,2023-01-06,soir,50.0,298362.203,5042737.083,-73.582413,45.524522
215769,Vol de véhicule à moteur,2023-01-06,soir,10.0,286092.032999975,5042432.73600257,-73.739476,45.521562
215770,Vol de véhicule à moteur,2023-01-07,jour,42.0,298053.895,5049518.178,-73.586453,45.585537
215771,Vol de véhicule à moteur,2023-01-07,jour,30.0,297103.898004533,5046994.76800619,-73.598588,45.562821
215772,Vol de véhicule à moteur,2023-01-07,jour,26.0,295165.814006767,5038567.44399128,-73.623249,45.486965
215773,Vol dans / sur véhicule à moteur,2023-01-07,jour,31.0,294167.703,5044806.561,-73.636153,45.543092
215774,Méfait,2023-01-07,jour,39.0,295696.125010274,5053041.99999922,-73.616734,45.617219
215775,Vol dans / sur véhicule à moteur,2023-01-07,jour,3.0,271507.417995057,5037703.25399729,-73.925845,45.478461
215776,Méfait,2023-01-07,jour,26.0,293404.642005109,5039539.90700022,-73.645802,45.495689
215777,Méfait,2023-01-07,jour,39.0,293044.648010519,5049289.16699438,-73.650642,45.58341
215779,Introduction,2023-01-07,soir,38.0,299268.555998894,5041048.3360079,-73.570791,45.509334
215780,Vol dans / sur véhicule à moteur,2023-01-07,soir,13.0,295324.469,5030600.0,-73.621066,45.415272
215781,Vol de véhicule à moteur,2023-01-07,soir,5.0,285071.813,5034806.0,-73.752229,45.452906
215782,Vol dans / sur véhicule à moteur,2023-01-07,soir,39.0,294915.688002369,5053494.00000116,-73.626751,45.621275
215783,Introduction,2023-01-07,soir,38.0,298870.708001006,5042078.07900612,-73.575895,45.518596
215785,Introduction,2023-01-08,nuit,38.0,298798.671992621,5042202.66099146,-73.576819,45.519717
215786,Introduction,2023-01-08,nuit,20.0,298881.037002188,5040309.5599973295,-73.575742,45.502683
215787,Vol de véhicule à moteur,2023-01-08,jour,31.0,296710.859003655,5045774.66900294,-73.603603,45.551838
215788,Méfait,2023-01-08,jour,50.0,300026.312,5041712.579,-73.5611,45.515316
215789,Méfait,2023-01-08,jour,44.0,298745.387992136,5044879.09800842,-73.577534,45.5438
215790,Vol de véhicule à moteur,2023-01-08,jour,31.0,294914.319006717,5042997.0670042,-73.626556,45.526821
215791,Introduction,2023-01-08,jour,48.0,303702.50599598,5050369.766998489,-73.514067,45.593232
215792,Vol de véhicule à moteur,2023-01-08,jour,30.0,297259.578989613,5046768.75299683,-73.59659,45.560789
215793,Vol dans / sur véhicule à moteur,2023-01-08,soir,30.0,296311.361000445,5047204.5609966,-73.608744,45.5647
215794,Vol dans / sur véhicule à moteur,2023-01-08,soir,20.0,299499.565998113,5039957.489008769,-73.567823,45.499519
215795,Méfait,2023-01-08,soir,39.0,294779.96099596,5051226.0509937,-73.628445,45.600866
215796,Vol de véhicule à moteur,2023-01-08,soir,31.0,295005.355000434,5044781.86300461,-73.625426,45.542882
215797,Vols qualifiés,2023-01-08,soir,23.0,300784.987,5045213.113,-73.551418,45.54682
215798,Méfait,2023-01-08,soir,50.0,291712.526609,5046221.354262,-73.667631,45.555781
215799,Introduction,2023-01-08,soir,49.0,305472.522990139,5055301.99500307,-73.491373,45.637614
215801,Vol de véhicule à moteur,2023-01-09,nuit,7.0,289095.687992479,5040141.49999698,-73.700954,45.501019
215802,Vol de véhicule à moteur,2023-01-09,nuit,27.0,292063.519007706,5044705.96599931,-73.663096,45.542152
215803,Vol de véhicule à moteur,2023-01-09,nuit,5.0,280720.843991683,5035551.99999126,-73.807893,45.459482
215804,Vol de véhicule à moteur,2023-01-09,nuit,22.0,301120.50599149,5042254.08800424,-73.547099,45.520196
215806,Vol de véhicule à moteur,2023-01-09,jour,8.0,290583.0940030741,5034278.99999972,-73.681751,45.448297
215966,Vol de véhicule à moteur,2023-01-09,jour,3.0,281368.5,5041014.0,-73.799872,45.508653
215968,Méfait,2023-01-09,jour,3.0,280077.280992913,5041481.99999992,-73.81642,45.51282
215969,Vol dans / sur véhicule à moteur,2023-01-09,jour,13.0,295905.43799111893,5032970.49999919,-73.613686,45.436611
215971,Vol de véhicule à moteur,2023-01-09,jour,8.0,290583.0940030741,5034278.99999972,-73.681751,45.448297
215972,Vol de véhicule à moteur,2023-01-09,jour,5.0,286231.313007133,5033497.50000563,-73.737355,45.441163
215973,Méfait,2023-01-09,jour,8.0,290136.8440068151,5033495.49999402,-73.687433,45.441238
215976,Introduction,2023-01-09,soir,26.0,293867.281004568,5041815.99999527,-73.639934,45.516178
215977,Introduction,2023-01-09,soir,23.0,301993.013,5045304.183,-73.535948,45.547646
215978,Vol de véhicule à moteur,2023-01-09,soir,27.0,293713.97300669405,5045308.86499139,-73.641975,45.547605
215979,Vol dans / sur véhicule à moteur,2023-01-09,soir,48.0,303623.21,5048606.65,-73.515079,45.577367
215980,Vol de véhicule à moteur,2023-01-09,soir,46.0,298177.500010567,5053020.49999818,-73.584917,45.617053
215981,Introduction,2023-01-09,soir,31.0,295344.793002726,5045670.566998609,-73.621097,45.550884
215983,Vol de véhicule à moteur,2023-01-10,nuit,45.0,297828.009989486,5054772.51099442,-73.589423,45.632815
215985,Vol de véhicule à moteur,2023-01-10,nuit,42.0,297361.463010529,5051180.46700074,-73.595352,45.600488
215986,Vol de véhicule à moteur,2023-01-10,jour,23.0,300763.82899494,5044521.44100373,-73.551683,45.540596
215987,Vol de véhicule à moteur,2023-01-10,jour,10.0,289675.352995479,5043920.885996729,-73.693653,45.53504
215990,Méfait,2023-01-10,jour,42.0,298743.524005598,5049893.15599673,-73.57762,45.588918
215991,Introduction,2023-01-10,jour,38.0,298938.892990155,5043693.594000329,-73.575042,45.533134
215992,Vol de véhicule à moteur,2023-01-10,jour,9.0,294099.691,5034383.716,-73.636797,45.449302
215994,Méfait,2023-01-10,jour,39.0,295824.558,5052046.106,-73.615069,45.608259
215996,Vol dans / sur véhicule à moteur,2023-01-10,jour,46.0,299575.063001108,5052410.4999958,-73.56699,45.611576
215997,Introduction,2023-01-10,jour,35.0,296002.687001954,5044647.3620083295,-73.612652,45.541685
215998,Méfait,2023-01-10,jour,50.0,298627.461293,5039531.172402,-73.578977,45.495676
216000,Vols qualifiés,2023-01-10,jour,39.0,295731.133,5052015.268,-73.616266,45.607981
216001,Vol dans / sur véhicule à moteur,2023-01-10,jour,48.0,301913.93,5049925.877,-73.536988,45.589233
216002,Vol de véhicule à moteur,2023-01-10,jour,31.0,296390.402992479,5046071.13399176,-73.607712,45.554502
216003,Méfait,2023-01-10,jour,27.0,294052.739996111,5045559.01399616,-73.637642,45.549861
216006,Méfait,2023-01-10,soir,23.0,302254.386992332,5045589.1179913,-73.532602,45.550211
216007,Vol de véhicule à moteur,2023-01-10,soir,38.0,299021.580010498,5041981.15399834,-73.573963,45.517725
216008,Vol de véhicule à moteur,2023-01-10,soir,42.0,298169.719,5050157.0,-73.584978,45.591287
216009,Méfait,2023-01-11,nuit,13.0,295401.468998571,5033177.00000156,-73.620132,45.438462
216010,Vol de véhicule à moteur,2023-01-11,nuit,46.0,299141.420009483,5051031.62600207,-73.572534,45.599166
216011,Vol de véhicule à moteur,2023-01-11,jour,48.0,303873.398991176,5050748.35399735,-73.511877,45.596639
216012,Introduction,2023-01-11,jour,35.0,297251.292010597,5044809.48600472,-73.596666,45.543159
216169,Vol dans / sur véhicule à moteur,2023-01-11,jour,42.0,299127.168,5050538.115,-73.572711,45.594725
216170,Vol de véhicule à moteur,2023-01-11,jour,15.0,296809.747994463,5035091.656006089,-73.602162,45.455709
216171,Méfait,2023-01-05,soir,50.0,293976.30101,5045125.059006,-73.638611,45.545955
216172,Méfait,2023-01-06,nuit,50.0,290446.328,5041533.569,-73.683712,45.513574
216173,Méfait,2023-01-08,nuit,50.0,296649.866155958,5037103.30254112,-73.60424,45.473809
216174,Méfait,2023-01-09,nuit,50.0,300026.312,5041712.579,-73.5611,45.515316
216175,Méfait,2023-01-09,jour,50.0,301185.225193412,5048557.04385923,-73.546317,45.576912
216177,Vols qualifiés,2023-01-11,jour,50.0,296441.076,5045342.458,-73.607051,45.547945
216179,Vols qualifiés,2023-01-11,jour,44.0,299057.323999202,5045602.63199162,-73.573548,45.550313
216180,Vol de véhicule à moteur,2023-01-11,jour,31.0,295137.404010559,5044407.06899213,-73.623728,45.539512
216181,Introduction,2023-01-11,jour,39.0,292947.706,5049674.469,-73.651894,45.586876
216182,Méfait,2023-01-11,jour,23.0,301541.302998157,5045511.12599158,-73.541734,45.549506
216183,Vol dans / sur véhicule à moteur,2023-01-11,jour,4.0,280651.624999199,5038933.00000857,-73.808944,45.489903
216184,Introduction,2023-01-11,jour,7.0,291320.529,5042291.009,-73.672544,45.520407
216185,Vol de véhicule à moteur,2023-01-11,soir,26.0,294802.625010636,5041423.14500127,-73.627954,45.512656
216186,Vol de véhicule à moteur,2023-01-11,soir,39.0,295513.250009538,5050850.49999755,-73.619038,45.597497
216187,Vol dans / sur véhicule à moteur,2023-01-11,soir,3.0,281368.5,5041014.0,-73.799872,45.508653
216188,Vol de véhicule à moteur,2023-01-11,soir,42.0,297088.156000498,5048450.00000191,-73.598813,45.575916
216189,Vols qualifiés,2023-01-11,soir,35.0,295938.669,5044444.448,-73.613468,45.539859
216190,Vol de véhicule à moteur,2023-01-11,soir,27.0,294835.446995757,5045937.39100598,-73.627625,45.553278
216191,Vol dans / sur véhicule à moteur,2023-01-11,soir,45.0,297764.278997176,5053290.73300831,-73.590219,45.619481
216192,Introduction,2023-01-11,soir,22.0,300420.19399177,5043279.59599763,-73.556073,45.529419
216193,Vols qualifiés,2023-01-11,soir,50.0,301185.225193412,5048557.04385923,-73.546317,45.576912
216194,Vols qualifiés,2023-01-12,nuit,50.0,300435.507,5042101.584,-73.555866,45.518819
216195,Vol de véhicule à moteur,2023-01-12,nuit,13.0,295018.844,5031886.0,-73.624997,45.42684
216196,Vol de véhicule à moteur,2023-01-12,nuit,27.0,293693.479994151,5045027.33399592,-73.642231,45.545072
216197,Vol dans / sur véhicule à moteur,2023-01-12,nuit,26.0,293994.560005151,5038625.38000373,-73.638234,45.487469
216198,Introduction,2023-01-12,jour,13.0,295825.837,5033784.979,-73.614718,45.443939
216199,Introduction,2023-01-12,jour,42.0,297055.531009196,5050320.99999951,-73.59926,45.592751
216200,Vol de véhicule à moteur,2023-01-12,jour,3.0,280276.540005596,5041271.35700503,-73.81386,45.510931
216201,Méfait,2023-01-04,soir,50.0,299245.433,5040529.064,-73.571081,45.504661
216202,Vol de véhicule à moteur,2023-01-12,jour,1.0,276212.499994186,5032795.0000026,-73.865378,45.434504
216203,Méfait,2023-01-03,jour,50.0,298362.203,5042737.083,-73.582413,45.524522
216204,Méfait,2023-01-03,jour,50.0,294739.102,5044817.065,-73.628836,45.543195
216205,Méfait,2023-01-03,jour,50.0,299443.094372078,5042059.75754685,-73.568569,45.518436
216206,Introduction,2023-01-12,jour,30.0,297370.965006122,5046944.57100248,-73.595166,45.562372
216207,Méfait,2023-01-12,jour,30.0,297445.143997077,5047060.39100687,-73.594218,45.563415
216208,Vols qualifiés,2023-01-12,jour,13.0,295127.042,5033131.062,-73.623638,45.438045
216210,Introduction,2023-01-12,jour,38.0,297810.285001451,5043007.584003449,-73.589482,45.526951
216212,Vols qualifiés,2023-01-12,soir,50.0,291712.526609,5046221.354262,-73.667631,45.555781
216213,Vol de véhicule à moteur,2023-01-12,soir,5.0,285839.13404666,5034213.48837731,-73.742396,45.447595
216214,Introduction,2023-01-13,nuit,22.0,299946.60399107,5042404.08599623,-73.562127,45.521538
216215,Introduction,2023-01-13,nuit,31.0,295217.514,5043312.57,-73.622681,45.529664
216216,Vol de véhicule à moteur,2023-01-13,nuit,39.0,295288.712101302,5051436.8380214,-73.621927,45.60277
216217,Introduction,2023-01-13,nuit,48.0,303833.123009277,5051692.06499428,-73.512395,45.605131
216219,Vol de véhicule à moteur,2023-01-13,jour,44.0,299771.378995535,5048683.08099894,-73.564435,45.578038
216374,Introduction,2023-01-13,jour,23.0,301415.374506312,5045287.62797171,-73.543346,45.547494
216375,Vol dans / sur véhicule à moteur,2023-01-03,jour,3.0,276874.656009107,5037209.4999917,-73.857166,45.474254
216376,Vol dans / sur véhicule à moteur,2023-01-03,jour,3.0,274917.990991333,5038333.62900449,-73.88226,45.484288
